Province_State,Country,Last_Update,Confirmed,Deaths,Recovered,Province_State,Lat,Lon
"Divide, North Dakota",US,2020-07-31,1,0,0,"Divide, North Dakota",48.814938700000006,-103.48736109999999
"Dixie, Florida",US,2020-07-31,247,4,0,"Dixie, Florida",29.60631086,-83.15724673
"Dixon, Nebraska",US,2020-07-31,56,2,0,"Dixon, Nebraska",42.49188363,-96.86782408
"Doddridge, West Virginia",US,2020-07-31,4,0,0,"Doddridge, West Virginia",39.27057157,-80.70671527
"Dodge, Georgia",US,2020-07-31,183,2,0,"Dodge, Georgia",32.17265114,-83.16948926
"Dodge, Minnesota",US,2020-07-31,121,0,0,"Dodge, Minnesota",44.02238415,-92.86244324
"Dodge, Nebraska",US,2020-07-31,750,8,0,"Dodge, Nebraska",41.58071748,-96.65598179
"Dodge, Wisconsin",US,2020-07-31,642,5,0,"Dodge, Wisconsin",43.41576662,-88.70928178
"Dolores, Colorado",US,2020-07-31,1,0,0,"Dolores, Colorado",37.75208676,-108.5211585
"Dona Ana, New Mexico",US,2020-07-31,2139,19,0,"Dona Ana, New Mexico",32.35275771,-106.83293870000001
"Doniphan, Kansas",US,2020-07-31,44,0,0,"Doniphan, Kansas",39.79067154,-95.14056866
"Donley, Texas",US,2020-07-31,43,0,0,"Donley, Texas",34.96517499,-100.8140093
"Dooly, Georgia",US,2020-07-31,238,14,0,"Dooly, Georgia",32.15630737,-83.79746561
"Door, Wisconsin",US,2020-07-31,84,3,0,"Door, Wisconsin",44.95856458,-87.30002707
"Dorado, Puerto Rico",US,2020-07-31,226,0,0,"Dorado, Puerto Rico",18.436115,-66.278669
"Dorchester, Maryland",US,2020-07-31,326,5,0,"Dorchester, Maryland",38.45413522,-76.02752426
"Dorchester, South Carolina",US,2020-07-31,2653,37,0,"Dorchester, South Carolina",33.0794369,-80.40502652
"Dougherty, Georgia",US,2020-07-31,2554,167,0,"Dougherty, Georgia",31.53328528,-84.21722377
"Douglas, Colorado",US,2020-07-31,1594,58,0,"Douglas, Colorado",39.33133796,-104.930001
"Douglas, Georgia",US,2020-07-31,2203,47,0,"Douglas, Georgia",33.70291126,-84.77026156
"Douglas, Illinois",US,2020-07-31,103,2,0,"Douglas, Illinois",39.76768052,-88.21854195
"Douglas, Kansas",US,2020-07-31,635,3,0,"Douglas, Kansas",38.88503636,-95.2925121
"Douglas, Minnesota",US,2020-07-31,120,0,0,"Douglas, Minnesota",45.93348491,-95.45335469
"Douglas, Missouri",US,2020-07-31,61,2,0,"Douglas, Missouri",36.9325593,-92.49905109
"Douglas, Nebraska",US,2020-07-31,10050,127,0,"Douglas, Nebraska",41.29518299,-96.15085305
"Douglas, Nevada",US,2020-07-31,158,0,0,"Douglas, Nevada",38.912862,-119.6171333
"Douglas, Oregon",US,2020-07-31,123,1,0,"Douglas, Oregon",43.27941273,-123.167291
"Douglas, South Dakota",US,2020-07-31,16,0,0,"Douglas, South Dakota",43.38520741,-98.36978007
"Douglas, Washington",US,2020-07-31,726,7,0,"Douglas, Washington",47.7361335,-119.692937
"Douglas, Wisconsin",US,2020-07-31,110,0,0,"Douglas, Wisconsin",46.43222285,-91.91595768
"Drew, Arkansas",US,2020-07-31,152,2,0,"Drew, Arkansas",33.59035001,-91.71777921
"DuPage, Illinois",US,2020-07-31,11177,509,0,"DuPage, Illinois",41.85116968,-88.08642662
"Dubois, Indiana",US,2020-07-31,587,10,0,"Dubois, Indiana",38.36597551,-86.87924170000002
"Dubuque, Iowa",US,2020-07-31,1452,28,0,"Dubuque, Iowa",42.46815349,-90.88181925
"Dukes and Nantucket, Massachusetts",US,2020-07-31,98,1,0,"Dukes and Nantucket, Massachusetts",41.40674725,-70.68763497
"Dundy, Nebraska",US,2020-07-31,1,0,0,"Dundy, Nebraska",40.17638677,-101.6876522
"Dunklin, Missouri",US,2020-07-31,234,4,0,"Dunklin, Missouri",36.27167174,-90.09122243
"Dunn, North Dakota",US,2020-07-31,27,0,0,"Dunn, North Dakota",47.35423935,-102.61604679999999
"Dunn, Wisconsin",US,2020-07-31,101,0,0,"Dunn, Wisconsin",44.94562799,-91.8962481
"Duplin, North Carolina",US,2020-07-31,1900,42,0,"Duplin, North Carolina",34.93449805,-77.93140529
"Durham, North Carolina",US,2020-07-31,5687,77,0,"Durham, North Carolina",36.03638492,-78.87608331
"Dutchess, New York",US,2020-07-31,4468,153,0,"Dutchess, New York",41.76486060000001,-73.74356679
"Duval, Florida",US,2020-07-31,20816,152,0,"Duval, Florida",30.33225875,-81.66976468
"Duval, Texas",US,2020-07-31,148,2,0,"Duval, Texas",27.68184592,-98.50864568
"Dyer, Tennessee",US,2020-07-31,487,5,0,"Dyer, Tennessee",36.05931946,-89.41542855
"Eagle, Colorado",US,2020-07-31,1006,9,0,"Eagle, Colorado",39.62754308,-106.6933637
"Early, Georgia",US,2020-07-31,339,31,0,"Early, Georgia",31.32155345,-84.90255207
"East Baton Rouge, Louisiana",US,2020-07-31,10576,325,0,"East Baton Rouge, Louisiana",30.53842039,-91.09777565
"East Carroll, Louisiana",US,2020-07-31,492,1,0,"East Carroll, Louisiana",32.73926954,-91.23425694
"East Feliciana, Louisiana",US,2020-07-31,486,35,0,"East Feliciana, Louisiana",30.84425359,-91.04976723
"Eastland, Texas",US,2020-07-31,49,1,0,"Eastland, Texas",32.32743996,-98.83243566
"Eaton, Michigan",US,2020-07-31,442,7,0,"Eaton, Michigan",42.59599185,-84.83740035
"Eau Claire, Wisconsin",US,2020-07-31,462,3,0,"Eau Claire, Wisconsin",44.726614,-91.28609183
"Echols, Georgia",US,2020-07-31,221,1,0,"Echols, Georgia",30.71101099,-82.89687287
"Ector, Texas",US,2020-07-31,3266,49,0,"Ector, Texas",31.86898877,-102.5429428
"Eddy, New Mexico",US,2020-07-31,239,3,0,"Eddy, New Mexico",32.47167456,-104.3053527
"Eddy, North Dakota",US,2020-07-31,13,0,0,"Eddy, North Dakota",47.71701474,-98.90432337
"Edgar, Illinois",US,2020-07-31,25,0,0,"Edgar, Illinois",39.6809186,-87.74759563
"Edgecombe, North Carolina",US,2020-07-31,560,11,0,"Edgecombe, North Carolina",35.91230639,-77.59436892
"Edgefield, South Carolina",US,2020-07-31,264,6,0,"Edgefield, South Carolina",33.77221995,-81.96231108
"Edmonson, Kentucky",US,2020-07-31,89,12,0,"Edmonson, Kentucky",37.21218923,-86.23955613
"Edmunds, South Dakota",US,2020-07-31,10,0,0,"Edmunds, South Dakota",45.41846445,-99.21545423
"Edwards, Illinois",US,2020-07-31,12,0,0,"Edwards, Illinois",38.41353228,-88.05720863
"Edwards, Kansas",US,2020-07-31,10,0,0,"Edwards, Kansas",37.88735543,-99.31263309
"Edwards, Texas",US,2020-07-31,24,0,0,"Edwards, Texas",29.98202582,-100.304252
"Effingham, Georgia",US,2020-07-31,587,1,0,"Effingham, Georgia",32.36616021,-81.34280942
"Effingham, Illinois",US,2020-07-31,81,1,0,"Effingham, Illinois",39.05935711,-88.58969584
"El Dorado, California",US,2020-07-31,613,1,0,"El Dorado, California",38.77965956,-120.5233166
"El Paso, Colorado",US,2020-07-31,4381,130,0,"El Paso, Colorado",38.83240149,-104.5251411
"El Paso, Texas",US,2020-07-31,13939,232,0,"El Paso, Texas",31.76980765,-106.2363275
"Elbert, Colorado",US,2020-07-31,83,2,0,"Elbert, Colorado",39.28656773,-104.13587209999999
"Elbert, Georgia",US,2020-07-31,314,1,0,"Elbert, Georgia",34.11302332,-82.83936148
"Elk, Kansas",US,2020-07-31,1,0,0,"Elk, Kansas",37.45338105,-96.24369667
"Elk, Pennsylvania",US,2020-07-31,42,2,0,"Elk, Pennsylvania",41.42822061,-78.64524744
"Elkhart, Indiana",US,2020-07-31,4467,75,0,"Elkhart, Indiana",41.59761169,-85.85875695
"Elko, Nevada",US,2020-07-31,443,2,0,"Elko, Nevada",41.14531606,-115.3577619
"Elliott, Kentucky",US,2020-07-31,7,0,0,"Elliott, Kentucky",38.11624059,-83.09771563
"Ellis, Kansas",US,2020-07-31,125,1,0,"Ellis, Kansas",38.91458712,-99.31751551
"Ellis, Oklahoma",US,2020-07-31,3,0,0,"Ellis, Oklahoma",36.2180194,-99.75324573
"Ellis, Texas",US,2020-07-31,2407,33,0,"Ellis, Texas",32.34894117,-96.79371841
"Ellsworth, Kansas",US,2020-07-31,18,0,0,"Ellsworth, Kansas",38.69677695,-98.20462799
"Elmore, Alabama",US,2020-07-31,1514,35,0,"Elmore, Alabama",32.59785413,-86.14415284
"Elmore, Idaho",US,2020-07-31,186,2,0,"Elmore, Idaho",43.3507101,-115.4701578
"Emanuel, Georgia",US,2020-07-31,387,7,0,"Emanuel, Georgia",32.59221302,-82.30239915
"Emmet, Iowa",US,2020-07-31,171,1,0,"Emmet, Iowa",43.37782951,-94.67858943
"Emmet, Michigan",US,2020-07-31,56,2,0,"Emmet, Michigan",45.52625509,-84.89083249
"Emmons, North Dakota",US,2020-07-31,15,1,0,"Emmons, North Dakota",46.28398398,-100.2389766
"Emporia, Virginia",US,2020-07-31,163,15,0,"Emporia, Virginia",36.69455571,-77.53406129
"Erath, Texas",US,2020-07-31,447,5,0,"Erath, Texas",32.23602653,-98.21773417
"Erie, New York",US,2020-07-31,8434,669,0,"Erie, New York",42.76249024,-78.73063652
"Erie, Ohio",US,2020-07-31,488,25,0,"Erie, Ohio",41.36796058,-82.62904521
"Erie, Pennsylvania",US,2020-07-31,905,15,0,"Erie, Pennsylvania",41.99253829,-80.03301954
"Escambia, Alabama",US,2020-07-31,909,15,0,"Escambia, Alabama",31.1256789,-87.15918694
"Escambia, Florida",US,2020-07-31,7598,92,0,"Escambia, Florida",30.67652764,-87.37284571
"Esmeralda, Nevada",US,2020-07-31,0,0,0,"Esmeralda, Nevada",37.78436681,-117.6319999
"Essex, Massachusetts",US,2020-07-31,17169,1175,0,"Essex, Massachusetts",42.6687626,-70.94687179
"Essex, New Jersey",US,2020-07-31,19441,2100,0,"Essex, New Jersey",40.78681335,-74.24657979
"Essex, New York",US,2020-07-31,55,0,0,"Essex, New York",44.11630765,-73.77297842
"Essex, Vermont",US,2020-07-31,4,0,0,"Essex, Vermont",44.72736416,-71.73579864
"Essex, Virginia",US,2020-07-31,74,1,0,"Essex, Virginia",37.93357639,-76.94230311
"Estill, Kentucky",US,2020-07-31,11,0,0,"Estill, Kentucky",37.69241417,-83.95956369
"Etowah, Alabama",US,2020-07-31,1797,19,0,"Etowah, Alabama",34.04567266,-86.04051873
"Eureka, Nevada",US,2020-07-31,2,0,0,"Eureka, Nevada",39.98100864,-116.2683204
"Evangeline, Louisiana",US,2020-07-31,686,2,0,"Evangeline, Louisiana",30.72985248,-92.39915924
"Evans, Georgia",US,2020-07-31,195,1,0,"Evans, Georgia",32.15328841,-81.8870105
"Fairbanks North Star, Alaska",US,2020-07-31,386,5,0,"Fairbanks North Star, Alaska",64.80726247,-146.5692662
"Fairfax, Virginia",US,2020-07-31,15606,519,0,"Fairfax, Virginia",38.83677558,-77.27565836
"Fairfax City, Virginia",US,2020-07-31,81,7,0,"Fairfax City, Virginia",38.85157547,-77.29779640000002
"Fairfield, Connecticut",US,2020-07-31,17786,1406,0,"Fairfield, Connecticut",41.26809896,-73.3881171
"Fairfield, Ohio",US,2020-07-31,1177,22,0,"Fairfield, Ohio",39.75107189,-82.63088163
"Fairfield, South Carolina",US,2020-07-31,517,23,0,"Fairfield, South Carolina",34.39287073,-81.1195624
"Fajardo, Puerto Rico",US,2020-07-31,176,0,0,"Fajardo, Puerto Rico",18.318373,-65.666866
"Fall River, South Dakota",US,2020-07-31,14,0,0,"Fall River, South Dakota",43.23929297,-103.5275691
"Fallon, Montana",US,2020-07-31,2,0,0,"Fallon, Montana",46.33478338,-104.4183565
"Falls, Texas",US,2020-07-31,108,2,0,"Falls, Texas",31.25350609,-96.93630086
"Falls Church, Virginia",US,2020-07-31,61,6,0,"Falls Church, Virginia",38.88485255,-77.17560759
"Fannin, Georgia",US,2020-07-31,259,2,0,"Fannin, Georgia",34.86430205,-84.316964
"Fannin, Texas",US,2020-07-31,211,7,0,"Fannin, Texas",33.59564294,-96.10751083
"Faribault, Minnesota",US,2020-07-31,78,0,0,"Faribault, Minnesota",43.67381499,-93.94787458
"Faulk, South Dakota",US,2020-07-31,26,1,0,"Faulk, South Dakota",45.07082625,-99.14535601
"Faulkner, Arkansas",US,2020-07-31,1158,5,0,"Faulkner, Arkansas",35.14719007,-92.33717519
"Fauquier, Virginia",US,2020-07-31,571,8,0,"Fauquier, Virginia",38.73564842,-77.80647472
"Fayette, Alabama",US,2020-07-31,162,5,0,"Fayette, Alabama",33.72076938,-87.73886638
"Fayette, Georgia",US,2020-07-31,898,24,0,"Fayette, Georgia",33.41357794,-84.49089434
"Fayette, Illinois",US,2020-07-31,52,3,0,"Fayette, Illinois",39.00072038,-89.02452658
"Fayette, Indiana",US,2020-07-31,143,7,0,"Fayette, Indiana",39.63684962,-85.17797541
"Fayette, Iowa",US,2020-07-31,75,0,0,"Fayette, Iowa",42.86271799,-91.84412309999999
"Fayette, Kentucky",US,2020-07-31,2604,45,0,"Fayette, Kentucky",38.0368225,-84.45576892
"Fayette, Ohio",US,2020-07-31,80,0,0,"Fayette, Ohio",39.56021306,-83.4562016
"Fayette, Pennsylvania",US,2020-07-31,363,4,0,"Fayette, Pennsylvania",39.92041012,-79.64291195
"Fayette, Tennessee",US,2020-07-31,584,8,0,"Fayette, Tennessee",35.19615831,-89.41399032
"Fayette, Texas",US,2020-07-31,365,13,0,"Fayette, Texas",29.87788372,-96.92076062
"Fayette, West Virginia",US,2020-07-31,124,5,0,"Fayette, West Virginia",38.02974928,-81.08286634
"Federal Correctional Institution (FCI), Michigan",US,2020-07-31,193,5,0,"Federal Correctional Institution (FCI), Michigan",,
"Fentress, Tennessee",US,2020-07-31,66,0,0,"Fentress, Tennessee",36.38128818,-84.92870012
"Fergus, Montana",US,2020-07-31,6,0,0,"Fergus, Montana",47.26331584,-109.2245206
"Ferry, Washington",US,2020-07-31,12,0,0,"Ferry, Washington",48.471143100000006,-118.5154041
"Fillmore, Minnesota",US,2020-07-31,58,0,0,"Fillmore, Minnesota",43.67394126,-92.08980382
"Fillmore, Nebraska",US,2020-07-31,22,1,0,"Fillmore, Nebraska",40.52458567,-97.59646937
"Finney, Kansas",US,2020-07-31,1716,10,0,"Finney, Kansas",38.04340344,-100.7381938
"Fisher, Texas",US,2020-07-31,23,1,0,"Fisher, Texas",32.74281316,-100.4019302
"Flagler, Florida",US,2020-07-31,867,10,0,"Flagler, Florida",29.45933576,-81.31508595
"Flathead, Montana",US,2020-07-31,220,2,0,"Flathead, Montana",48.29575866,-114.0520569
"Fleming, Kentucky",US,2020-07-31,49,0,0,"Fleming, Kentucky",38.36758311,-83.69657514
"Florence, South Carolina",US,2020-07-31,2789,91,0,"Florence, South Carolina",34.02361754,-79.70189312
"Florence, Wisconsin",US,2020-07-31,7,0,0,"Florence, Wisconsin",45.84963535,-88.39804137
"Florida, Puerto Rico",US,2020-07-31,130,0,0,"Florida, Puerto Rico",18.373715,-66.560488
"Floyd, Georgia",US,2020-07-31,1168,15,0,"Floyd, Georgia",34.26268279,-85.21577392
"Floyd, Indiana",US,2020-07-31,636,44,0,"Floyd, Indiana",38.32117957,-85.90385377
"Floyd, Iowa",US,2020-07-31,105,2,0,"Floyd, Iowa",43.06000529999999,-92.78940097
"Floyd, Kentucky",US,2020-07-31,78,1,0,"Floyd, Kentucky",37.56213922,-82.74750924
"Floyd, Texas",US,2020-07-31,82,4,0,"Floyd, Texas",34.07227468,-101.3031546
"Floyd, Virginia",US,2020-07-31,31,1,0,"Floyd, Virginia",36.9302126,-80.36738849
"Fluvanna, Virginia",US,2020-07-31,170,8,0,"Fluvanna, Virginia",37.84157909,-78.27715475
"Foard, Texas",US,2020-07-31,2,0,0,"Foard, Texas",33.97308618,-99.7767797
"Fond du Lac, Wisconsin",US,2020-07-31,522,6,0,"Fond du Lac, Wisconsin",43.75354908,-88.48885325
"Ford, Illinois",US,2020-07-31,38,1,0,"Ford, Illinois",40.59706922,-88.22350769
"Ford, Kansas",US,2020-07-31,2017,8,0,"Ford, Kansas",37.69200114,-99.88825298
"Forest, Pennsylvania",US,2020-07-31,9,0,0,"Forest, Pennsylvania",41.51095103,-79.23229292
"Forest, Wisconsin",US,2020-07-31,57,4,0,"Forest, Wisconsin",45.66678019,-88.77084892
"Forrest, Mississippi",US,2020-07-31,1540,50,0,"Forrest, Mississippi",31.18961454,-89.25832496
"Forsyth, Georgia",US,2020-07-31,1796,19,0,"Forsyth, Georgia",34.22604035,-84.12315129999998
"Forsyth, North Carolina",US,2020-07-31,4791,49,0,"Forsyth, North Carolina",36.12859861,-80.25459052
"Fort Bend, Texas",US,2020-07-31,6960,136,0,"Fort Bend, Texas",29.52704478,-95.77219463
"Foster, North Dakota",US,2020-07-31,12,0,0,"Foster, North Dakota",47.457108399999996,-98.88279923
"Fountain, Indiana",US,2020-07-31,60,2,0,"Fountain, Indiana",40.12361933,-87.24217689
"Franklin, Alabama",US,2020-07-31,1144,20,0,"Franklin, Alabama",34.44235334,-87.84289505
"Franklin, Arkansas",US,2020-07-31,101,2,0,"Franklin, Arkansas",35.51202821,-93.89299569
"Franklin, Florida",US,2020-07-31,105,1,0,"Franklin, Florida",29.83791238,-84.82731662
"Franklin, Georgia",US,2020-07-31,346,4,0,"Franklin, Georgia",34.37525597,-83.23159927
"Franklin, Idaho",US,2020-07-31,47,0,0,"Franklin, Idaho",42.18332217,-111.8149666
"Franklin, Illinois",US,2020-07-31,110,0,0,"Franklin, Illinois",37.99189086,-88.92567818
"Franklin, Indiana",US,2020-07-31,187,8,0,"Franklin, Indiana",39.4142482,-85.06062647
"Franklin, Iowa",US,2020-07-31,204,4,0,"Franklin, Iowa",42.73270384,-93.26256925
"Franklin, Kansas",US,2020-07-31,142,1,0,"Franklin, Kansas",38.56443815,-95.28644341
"Franklin, Kentucky",US,2020-07-31,238,5,0,"Franklin, Kentucky",38.2379395,-84.87962551
"Franklin, Louisiana",US,2020-07-31,759,16,0,"Franklin, Louisiana",32.13675181,-91.67589857
"Franklin, Maine",US,2020-07-31,45,1,0,"Franklin, Maine",44.97330019,-70.44381045
"Franklin, Massachusetts",US,2020-07-31,398,60,0,"Franklin, Massachusetts",42.58119713,-72.58602547
"Franklin, Mississippi",US,2020-07-31,101,3,0,"Franklin, Mississippi",31.47786634,-90.89672989
"Franklin, Missouri",US,2020-07-31,490,18,0,"Franklin, Missouri",38.41127108,-91.07522826
"Franklin, Nebraska",US,2020-07-31,9,0,0,"Franklin, Nebraska",40.17636348,-98.95299073
"Franklin, New York",US,2020-07-31,48,0,0,"Franklin, New York",44.59040891,-74.29926032
"Franklin, North Carolina",US,2020-07-31,747,25,0,"Franklin, North Carolina",36.081519,-78.28708884
"Franklin, Ohio",US,2020-07-31,16630,507,0,"Franklin, Ohio",39.96995815,-83.01115755
"Franklin, Pennsylvania",US,2020-07-31,1259,46,0,"Franklin, Pennsylvania",39.92956518,-77.72157791
"Franklin, Tennessee",US,2020-07-31,242,4,0,"Franklin, Tennessee",35.15634626,-86.09201039
"Franklin, Texas",US,2020-07-31,84,1,0,"Franklin, Texas",33.17653242,-95.21917243
"Franklin, Vermont",US,2020-07-31,115,6,0,"Franklin, Vermont",44.85627605,-72.91249563
"Franklin, Virginia",US,2020-07-31,150,1,0,"Franklin, Virginia",36.99536167,-79.88023649
"Franklin, Washington",US,2020-07-31,3210,46,0,"Franklin, Washington",46.53351425,-118.9018212
"Franklin City, Virginia",US,2020-07-31,117,6,0,"Franklin City, Virginia",36.6831435,-76.93859681
"Frederick, Maryland",US,2020-07-31,2964,121,0,"Frederick, Maryland",39.47296601,-77.39999394
"Frederick, Virginia",US,2020-07-31,649,7,0,"Frederick, Virginia",39.20172582,-78.25974949
"Fredericksburg, Virginia",US,2020-07-31,345,2,0,"Fredericksburg, Virginia",38.2977863,-77.4922454
"Freeborn, Minnesota",US,2020-07-31,352,1,0,"Freeborn, Minnesota",43.67385583,-93.34884422
"Freestone, Texas",US,2020-07-31,137,0,0,"Freestone, Texas",31.70422788,-96.15072516
"Fremont, Colorado",US,2020-07-31,101,0,0,"Fremont, Colorado",38.47362326,-105.43996670000001
"Fremont, Idaho",US,2020-07-31,44,0,0,"Fremont, Idaho",44.22800938,-111.4809943
"Fremont, Iowa",US,2020-07-31,31,0,0,"Fremont, Iowa",40.74542720000001,-95.60129045
"Fremont, Wyoming",US,2020-07-31,464,0,0,"Fremont, Wyoming",43.04183996,-108.6296893
"Fresno, California",US,2020-07-31,14312,120,0,"Fresno, California",36.75733899,-119.6466953
"Frio, Texas",US,2020-07-31,458,5,0,"Frio, Texas",28.86751206,-99.10804207
"Frontier, Nebraska",US,2020-07-31,3,0,0,"Frontier, Nebraska",40.52993007,-100.3924658
"Fulton, Arkansas",US,2020-07-31,26,0,0,"Fulton, Arkansas",36.38177105,-91.81729127
"Fulton, Georgia",US,2020-07-31,17286,383,0,"Fulton, Georgia",33.79216944,-84.46319413
"Fulton, Illinois",US,2020-07-31,25,0,0,"Fulton, Illinois",40.47289135,-90.20862357
"Fulton, Indiana",US,2020-07-31,130,1,0,"Fulton, Indiana",41.0469907,-86.26252745
"Fulton, Kentucky",US,2020-07-31,47,1,0,"Fulton, Kentucky",36.55238827,-89.20140068
"Fulton, New York",US,2020-07-31,275,24,0,"Fulton, New York",43.11363907,-74.41798804
"Fulton, Ohio",US,2020-07-31,133,0,0,"Fulton, Ohio",41.60213491,-84.12571393
"Fulton, Pennsylvania",US,2020-07-31,22,2,0,"Fulton, Pennsylvania",39.92913544,-78.11163677
"Furnas, Nebraska",US,2020-07-31,15,1,0,"Furnas, Nebraska",40.17642064,-99.91247454
"Gadsden, Florida",US,2020-07-31,1315,17,0,"Gadsden, Florida",30.57796289,-84.61915825
"Gage, Nebraska",US,2020-07-31,78,4,0,"Gage, Nebraska",40.26186809,-96.68946704
"Gaines, Texas",US,2020-07-31,114,0,0,"Gaines, Texas",32.74055318,-102.6353295
"Galax, Virginia",US,2020-07-31,329,17,0,"Galax, Virginia",36.66601852,-80.91703124
"Gallatin, Illinois",US,2020-07-31,42,0,0,"Gallatin, Illinois",37.76430935,-88.22953869
"Gallatin, Kentucky",US,2020-07-31,77,8,0,"Gallatin, Kentucky",38.75398691,-84.8558382
"Gallatin, Montana",US,2020-07-31,833,2,0,"Gallatin, Montana",45.54486106,-111.1692571
"Gallia, Ohio",US,2020-07-31,49,1,0,"Gallia, Ohio",38.82708533,-82.31647569
"Galveston, Texas",US,2020-07-31,8605,92,0,"Galveston, Texas",29.40167322,-94.90469073
"Garden, Nebraska",US,2020-07-31,4,0,0,"Garden, Nebraska",41.61703149,-102.3313973
"Garfield, Colorado",US,2020-07-31,682,4,0,"Garfield, Colorado",39.59921777,-107.902708
"Garfield, Montana",US,2020-07-31,12,0,0,"Garfield, Montana",47.27545948,-107.0002351
"Garfield, Nebraska",US,2020-07-31,3,0,0,"Garfield, Nebraska",41.91428955,-98.99111827
"Garfield, Oklahoma",US,2020-07-31,324,4,0,"Garfield, Oklahoma",36.3791334,-97.78265517
"Garfield, Washington",US,2020-07-31,2,0,0,"Garfield, Washington",46.43197502,-117.5454032
"Garland, Arkansas",US,2020-07-31,786,7,0,"Garland, Arkansas",34.57692074,-93.14921604
"Garrard, Kentucky",US,2020-07-31,67,0,0,"Garrard, Kentucky",37.638866799999995,-84.53289319
"Garrett, Maryland",US,2020-07-31,45,0,0,"Garrett, Maryland",39.52786077,-79.27355126
"Garvin, Oklahoma",US,2020-07-31,196,4,0,"Garvin, Oklahoma",34.70418038,-97.30811132
"Garza, Texas",US,2020-07-31,95,2,0,"Garza, Texas",33.17969345,-101.2984114
"Gasconade, Missouri",US,2020-07-31,19,0,0,"Gasconade, Missouri",38.43947277,-91.50847147
"Gaston, North Carolina",US,2020-07-31,2863,33,0,"Gaston, North Carolina",35.29373559,-81.17477045
"Gates, North Carolina",US,2020-07-31,38,2,0,"Gates, North Carolina",36.44667547,-76.69749701
"Geary, Kansas",US,2020-07-31,126,2,0,"Geary, Kansas",38.99871131,-96.7577178
"Geauga, Ohio",US,2020-07-31,515,43,0,"Geauga, Ohio",41.49952319,-81.17935342
"Gem, Idaho",US,2020-07-31,144,0,0,"Gem, Idaho",44.06482372,-116.398376
"Genesee, Michigan",US,2020-07-31,3415,294,0,"Genesee, Michigan",43.02244215,-83.70589709
"Genesee, New York",US,2020-07-31,270,5,0,"Genesee, New York",43.0022601,-78.19135193
"Geneva, Alabama",US,2020-07-31,204,0,0,"Geneva, Alabama",31.09389027,-85.83572839
"Gentry, Missouri",US,2020-07-31,82,9,0,"Gentry, Missouri",40.21097916,-94.40944419
"George, Mississippi",US,2020-07-31,517,5,0,"George, Mississippi",30.86259065,-88.64436789
"Georgetown, South Carolina",US,2020-07-31,1211,17,0,"Georgetown, South Carolina",33.43443342,-79.33202141
"Gibson, Indiana",US,2020-07-31,193,3,0,"Gibson, Indiana",38.30393723,-87.58054938
"Gibson, Tennessee",US,2020-07-31,500,1,0,"Gibson, Tennessee",35.99438059,-88.93358327
"Gila, Arizona",US,2020-07-31,778,29,0,"Gila, Arizona",33.80190085,-110.8132779
"Gilchrist, Florida",US,2020-07-31,305,3,0,"Gilchrist, Florida",29.72856978,-82.79880657
"Giles, Tennessee",US,2020-07-31,308,8,0,"Giles, Tennessee",35.20222469,-87.03992678
"Giles, Virginia",US,2020-07-31,21,0,0,"Giles, Virginia",37.31234791,-80.70636931
"Gillespie, Texas",US,2020-07-31,171,2,0,"Gillespie, Texas",30.31824095,-98.94676915
"Gilliam, Oregon",US,2020-07-31,3,0,0,"Gilliam, Oregon",45.37160076,-120.2048869
"Gilmer, Georgia",US,2020-07-31,470,3,0,"Gilmer, Georgia",34.69316688,-84.45802506
"Gilmer, West Virginia",US,2020-07-31,14,0,0,"Gilmer, West Virginia",38.9251277,-80.85952723
"Gilpin, Colorado",US,2020-07-31,13,0,0,"Gilpin, Colorado",39.85646523,-105.5252597
"Glacier, Montana",US,2020-07-31,52,1,0,"Glacier, Montana",48.70513576,-112.9934235
"Glades, Florida",US,2020-07-31,389,3,0,"Glades, Florida",26.95635849,-81.18996211
"Gladwin, Michigan",US,2020-07-31,49,2,0,"Gladwin, Michigan",43.98901072,-84.38774817
"Glascock, Georgia",US,2020-07-31,21,0,0,"Glascock, Georgia",33.22879932,-82.61297636
"Glasscock, Texas",US,2020-07-31,6,0,0,"Glasscock, Texas",31.86942909,-101.5207776
"Glenn, California",US,2020-07-31,315,1,0,"Glenn, California",39.59875897,-122.3938452
"Gloucester, New Jersey",US,2020-07-31,3031,206,0,"Gloucester, New Jersey",39.71581067,-75.13995546
"Gloucester, Virginia",US,2020-07-31,140,2,0,"Gloucester, Virginia",37.40809042,-76.53524337
"Glynn, Georgia",US,2020-07-31,2236,26,0,"Glynn, Georgia",31.23279254,-81.53811412
"Gogebic, Michigan",US,2020-07-31,78,1,0,"Gogebic, Michigan",46.40862701,-89.69377193
"Golden Valley, Montana",US,2020-07-31,3,0,0,"Golden Valley, Montana",46.3816474,-109.1768522
"Golden Valley, North Dakota",US,2020-07-31,4,0,0,"Golden Valley, North Dakota",46.94022281,-103.8465421
"Goliad, Texas",US,2020-07-31,77,3,0,"Goliad, Texas",28.65696592,-97.42760647
"Gonzales, Texas",US,2020-07-31,613,7,0,"Gonzales, Texas",29.45634206,-97.49424032
"Goochland, Virginia",US,2020-07-31,149,7,0,"Goochland, Virginia",37.71714806,-77.90381514
"Goodhue, Minnesota",US,2020-07-31,163,8,0,"Goodhue, Minnesota",44.40849741,-92.7234195
"Gooding, Idaho",US,2020-07-31,128,1,0,"Gooding, Idaho",42.96927962,-114.8108306
